rgb_path,mask_path,timestamp,throttle,steer,brake,speed,heading,estado,x,y,z
/rgb/3.377097_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.377097_mask_Deepracer_BaseMap_1772026702077.png,3.3770965449512005,0.14509804546833038,0.015380859375,0.0,0,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008727283566258848
/rgb/3.409224_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.409224_mask_Deepracer_BaseMap_1772026702077.png,3.4092243276536465,0.14509804546833038,0.015380859375,0.0,0.000563,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008635463309474289
/rgb/3.441846_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.441846_mask_Deepracer_BaseMap_1772026702077.png,3.441846101079136,0.14509804546833038,0.015380859375,0.0,0.001666,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008630842785350978
/rgb/3.476268_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.476268_mask_Deepracer_BaseMap_1772026702077.png,3.476268314756453,0.14509804546833038,0.0164794921875,0.0,0.002109,0.0,2,2.997373342514038,-1.0097827911376953,-0.0009161331108771265
/rgb/3.509154_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.509154_mask_Deepracer_BaseMap_1772026702077.png,3.5091537940315902,0.14509804546833038,0.0174560546875,0.0,0.002109,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008883828995749354
/rgb/3.542170_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.542170_mask_Deepracer_BaseMap_1772026702077.png,3.542170289903879,0.14509804546833038,0.0216064453125,0.0,0.000779,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008960957056842744
/rgb/3.572133_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.572133_mask_Deepracer_BaseMap_1772026702077.png,3.572132925968617,0.1568627506494522,0.0225830078125,0.0,0.000583,0.0,2,2.997373342514038,-1.0097827911376953,-0.0009077860740944743
/rgb/3.606232_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.606232_mask_Deepracer_BaseMap_1772026702077.png,3.606232455931604,0.16078431904315948,0.0225830078125,0.0,0.00024,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008930019102990627
/rgb/3.639573_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.639573_mask_Deepracer_BaseMap_1772026702077.png,3.639572505839169,0.16078431904315948,0.0225830078125,0.0,0.000331,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008779410272836685
/rgb/3.673230_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.673230_mask_Deepracer_BaseMap_1772026702077.png,3.673230404034257,0.16078431904315948,0.0225830078125,0.0,0.001535,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008747100364416838
/rgb/3.706301_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.706301_mask_Deepracer_BaseMap_1772026702077.png,3.706300640013069,0.16078431904315948,0.023681640625,0.0,0.002052,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008905124268494546
/rgb/3.738436_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.738436_mask_Deepracer_BaseMap_1772026702077.png,3.7384364348836243,0.16078431904315948,0.0257568359375,0.0,0.000994,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008679521852172911
/rgb/3.772653_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.772653_mask_Deepracer_BaseMap_1772026702077.png,3.772653300780803,0.16078431904315948,0.0308837890625,0.0,0.0,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008755812887102365
/rgb/3.804893_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.804893_mask_Deepracer_BaseMap_1772026702077.png,3.804892780724913,0.16078431904315948,0.0390625,0.0,0.000422,0.0,2,2.997373342514038,-1.0097827911376953,-0.000880547973793
/rgb/3.837110_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.837110_mask_Deepracer_BaseMap_1772026702077.png,3.8371102288365364,0.16078431904315948,0.051513671875,0.0,0.000962,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008652049582451582
/rgb/3.871713_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.871713_mask_Deepracer_BaseMap_1772026702077.png,3.871713333763182,0.16862745583057404,0.06689453125,0.0,1.8e-05,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008678245358169079
/rgb/3.903779_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.903779_mask_Deepracer_BaseMap_1772026702077.png,3.9037786428816617,0.20000000298023224,0.0814208984375,0.0,0.000762,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008614552789367735
/rgb/3.936944_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.936944_mask_Deepracer_BaseMap_1772026702077.png,3.93694360088557,0.2705882489681244,0.0968017578125,0.0,0.000781,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008633318357169628
/rgb/3.968996_rgb_Deepracer_BaseMap_1772026702077.png,/masks/3.968996_mask_Deepracer_BaseMap_1772026702077.png,3.968996401876211,0.33725491166114807,0.1051025390625,0.0,0.001601,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008740710909478366
/rgb/4.002849_rgb_Deepracer_BaseMap_1772026702077.png,/masks/4.002849_mask_Deepracer_BaseMap_1772026702077.png,4.002849491778761,0.38823530077934265,0.1123046875,0.0,0.000784,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008774773450568318
/rgb/4.033917_rgb_Deepracer_BaseMap_1772026702077.png,/masks/4.033917_mask_Deepracer_BaseMap_1772026702077.png,4.033916813787073,0.4117647111415863,0.116455078125,0.0,7.1e-05,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008453674963675439
/rgb/4.069150_rgb_Deepracer_BaseMap_1772026702077.png,/masks/4.069150_mask_Deepracer_BaseMap_1772026702077.png,4.069149663671851,0.4156862795352936,0.1195068359375,0.0,0.00033,0.0,2,2.997373342514038,-1.0097827911376953,-0.0008564786403439939
